Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Team
Rúben Dias,POR,DF,27.0,27,25,"2,271",25.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Manchester City
İlkay Gündoğan,GER,MF,33.0,33,25,"2,223",24.7,1.0,6.0,7.0,1.0,0.0,0.0,1.0,0.0,Manchester City
Mateo Kovačić,CRO,MF,30.0,31,25,"2,198",24.4,6.0,2.0,8.0,6.0,0.0,0.0,5.0,1.0,Manchester City
Manuel Akanji,SUI,DF,29.0,26,23,"2,014",22.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Manchester City
Rico Lewis,ENG,"DF,MF",19.0,28,21,"1,893",21.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,Manchester City
Sávio,BRA,"FW,MF",20.0,29,21,"1,766",19.6,1.0,8.0,9.0,1.0,0.0,0.0,3.0,0.0,Manchester City
Phil Foden,ENG,"MF,FW",24.0,28,20,"1,777",19.7,7.0,2.0,9.0,7.0,0.0,0.0,2.0,0.0,Manchester City
Kevin De Bruyne,BEL,"MF,FW",33.0,28,19,"1,702",18.9,4.0,7.0,11.0,4.0,0.0,0.0,2.0,0.0,Manchester City
Matheus Nunes,POR,"DF,MF",25.0,26,19,"1,674",18.6,1.0,6.0,7.0,1.0,0.0,0.0,4.0,0.0,Manchester City
Jeremy Doku,BEL,"FW,MF",22.0,29,16,"1,516",16.8,3.0,6.0,9.0,3.0,0.0,0.0,1.0,0.0,Manchester City
Omar Marmoush,EGY,"FW,MF",25.0,16,14,"1,175",13.1,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,Manchester City
Stefan Ortega,GER,GK,31.0,13,12,"1,100",12.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Manchester City
Kyle Walker,ENG,DF,34.0,15,9,970,10.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Manchester City
Nicolás González,ESP,MF,22.0,11,9,760,8.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,Manchester City
Nathan Aké,NED,DF,29.0,10,8,678,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City
Jack Grealish,ENG,"FW,MF",28.0,20,7,721,8.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,Manchester City
John Stones,ENG,"DF,MF",30.0,11,6,548,6.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,Manchester City
Nico O’Reilly,ENG,DF,19.0,9,6,528,5.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,Manchester City
Abdukodir Khusanov,UZB,DF,20.0,6,6,503,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Manchester City
James Mcatee,ENG,"MF,FW",21.0,15,3,349,3.9,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,Manchester City
Jahmai Simpson-Pusey,ENG,DF,18.0,2,1,96,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Manchester City
Rodri,ESP,MF,28.0,3,1,73,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City
Divin Mubama,ENG,FW,19.0,1,0,28,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City
Oscar Bobb,NOR,FW,21.0,3,0,16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City
Claudio Echeverri,ARG,FW,18.0,1,0,6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City
Vitor Reis,BRA,DF,18.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City
Max Alleyne,ENG,DF,19.0,0,0,,,,,,,,,,,Manchester City
Thorsten Brits,ENG,GK,17.0,0,0,,,,,,,,,,,Manchester City
Scott Carson,ENG,GK,38.0,0,0,,,,,,,,,,,Manchester City
Issa Kaboré,BFA,"DF,MF",23.0,0,0,,,,,,,,,,,Manchester City
Josh Wilson-Esbrand,ENG,DF,21.0,0,0,,,,,,,,,,,Manchester City
Jacob Wright,ENG,MF,18.0,0,0,,,,,,,,,,,Manchester City
Bruno Fernandes,POR,MF,29.0,36,35,"3,018",33.5,8.0,10.0,18.0,5.0,3.0,3.0,5.0,2.0,Manchester Utd
André Onana,CMR,GK,28.0,34,34,"3,060",34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
Noussair Mazraoui,MAR,DF,26.0,37,34,"2,838",31.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,Manchester Utd
Diogo Dalot,POR,DF,25.0,33,31,"2,814",31.3,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,Manchester Utd
Matthijs de Ligt,NED,DF,24.0,29,25,"2,123",23.6,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,Manchester Utd
Alejandro Garnacho,ARG,"MF,FW",20.0,36,23,"2,199",24.4,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,Manchester Utd
Rasmus Højlund,DEN,FW,21.0,32,23,"2,004",22.3,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,Manchester Utd
Manuel Ugarte,URU,MF,23.0,29,22,"1,785",19.8,1.0,2.0,3.0,1.0,0.0,0.0,11.0,0.0,Manchester Utd
Amad Diallo,CIV,"MF,FW",22.0,26,20,"1,901",21.1,8.0,6.0,14.0,8.0,0.0,0.0,5.0,0.0,Manchester Utd
Lisandro Martínez,ARG,DF,26.0,20,20,"1,751",19.5,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,Manchester Utd
Harry Maguire,ENG,DF,31.0,27,19,"1,758",19.5,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,Manchester Utd
Kobbie Mainoo,ENG,MF,19.0,25,19,"1,651",18.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Manchester Utd
Casemiro,BRA,MF,32.0,24,18,"1,494",16.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,Manchester Utd
Joshua Zirkzee,NED,"FW,MF",23.0,32,14,"1,402",15.6,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,Manchester Utd
Leny Yoro,FRA,DF,18.0,21,12,"1,165",12.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Manchester Utd
Marcus Rashford,ENG,"FW,MF",26.0,15,12,978,10.9,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,Manchester Utd
Christian Eriksen,DEN,MF,32.0,23,11,"1,061",11.8,1.0,2.0,3.0,0.0,1.0,1.0,4.0,0.0,Manchester Utd
Patrick Dorgu,DEN,DF,19.0,12,10,842,9.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,Manchester Utd
Mason Mount,ENG,MF,25.0,17,8,622,6.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,Manchester Utd
Victor Lindelöf,SWE,DF,30.0,16,6,704,7.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Manchester Utd
Altay Bayındır,TUR,GK,26.0,4,4,360,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
Luke Shaw,ENG,DF,29.0,7,4,349,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Manchester Utd
Harry Amass,ENG,DF,17.0,5,4,346,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
Jonny Evans,NIR,DF,36.0,7,3,315,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Manchester Utd
Ayden Heaven,ENG,DF,17.0,4,2,170,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Manchester Utd
Tyler Fredricson,ENG,DF,19.0,2,2,165,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
Tyrell Malacia,NED,DF,24.0,3,2,100,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Manchester Utd
Chidozie Obi-Martin,DEN,FW,16.0,7,1,165,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Manchester Utd
Toby Collyer,ENG,MF,20.0,6,0,179,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
Antony,BRA,"DF,MF",24.0,8,0,141,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
Scott McTominay,SCO,MF,27.0,2,0,19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd
Jayce Fitzgerald,ENG,MF,17.0,0,0,,,,,,,,,,,Manchester Utd
Jack Fletcher,ENG,MF,17.0,0,0,,,,,,,,,,,Manchester Utd
Hubert Graczyk,POL,GK,21.0,0,0,,,,,,,,,,,Manchester Utd
Elyh Harrison,ENG,GK,18.0,0,0,,,,,,,,,,,Manchester Utd
Tom Heaton,ENG,GK,38.0,0,0,,,,,,,,,,,Manchester Utd
Sekou Koné,MLI,MF,18.0,0,0,,,,,,,,,,,Manchester Utd
Godwill Kukonki,ENG,DF,16.0,0,0,,,,,,,,,,,Manchester Utd
Dermot Mee,NIR,GK,21.0,0,0,,,,,,,,,,,Manchester Utd
Jack Moorhouse,ENG,MF,18.0,0,0,,,,,,,,,,,Manchester Utd
Ethan Wheatley,ENG,FW,18.0,0,0,,,,,,,,,,,Manchester Utd
Bruno Guimarães,BRA,MF,26.0,38,38,"3,271",36.3,5.0,6.0,11.0,5.0,0.0,0.0,7.0,0.0,Newcastle Utd
Dan Burn,ENG,DF,32.0,37,37,"3,330",37.0,1.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,Newcastle Utd
Alexander Isak,SWE,FW,24.0,34,34,"2,756",30.6,23.0,6.0,29.0,19.0,4.0,4.0,1.0,0.0,Newcastle Utd
Fabian Schär,SUI,DF,32.0,34,33,"2,934",32.6,4.0,0.0,4.0,4.0,0.0,0.0,9.0,1.0,Newcastle Utd
Valentino Livramento,ENG,DF,21.0,37,32,"2,840",31.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Newcastle Utd
Jacob Murphy,ENG,FW,29.0,35,31,"2,360",26.2,8.0,12.0,20.0,8.0,0.0,0.0,4.0,0.0,Newcastle Utd
Joelinton,BRA,"MF,FW",27.0,29,29,"2,393",26.6,4.0,3.0,7.0,4.0,0.0,0.0,10.0,0.0,Newcastle Utd
Sandro Tonali,ITA,MF,24.0,36,28,"2,630",29.2,4.0,2.0,6.0,4.0,0.0,0.0,5.0,0.0,Newcastle Utd
Nick Pope,ENG,GK,32.0,28,28,"2,520",28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Newcastle Utd
Anthony Gordon,ENG,"FW,MF",23.0,34,28,"2,434",27.0,6.0,5.0,11.0,5.0,1.0,2.0,2.0,0.0,Newcastle Utd
Lewis Hall,ENG,DF,19.0,27,24,"2,189",24.3,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,Newcastle Utd
Harvey Barnes,ENG,FW,26.0,33,17,"1,755",19.5,9.0,4.0,13.0,9.0,0.0,0.0,0.0,0.0,Newcastle Utd
Kieran Trippier,ENG,DF,33.0,25,14,"1,309",14.5,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,Newcastle Utd
Joe Willock,ENG,"MF,FW",24.0,32,11,"1,086",12.1,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,Newcastle Utd
Martin Dúbravka,SVK,GK,35.0,10,10,900,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle Utd
Sean Longstaff,ENG,MF,26.0,25,8,798,8.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Newcastle Utd
Sven Botman,NED,DF,24.0,8,6,412,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Newcastle Utd
Lloyd Kelly,ENG,DF,25.0,10,4,303,3.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,Newcastle Utd
Callum Wilson,ENG,FW,32.0,18,2,370,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Newcastle Utd
Emil Krafth,SWE,DF,29.0,12,2,342,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Newcastle Utd
Lewis Miley,ENG,MF,18.0,14,1,313,3.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Newcastle Utd
Miguel Almirón,PAR,FW,30.0,9,1,157,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle Utd
William Osula,DEN,FW,20.0,14,0,134,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Newcastle Utd
Matt Targett,ENG,DF,28.0,2,0,21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle Utd
Jamaal Lascelles,ENG,DF,30.0,0,0,,,,,,,,,,,Newcastle Utd
Alex Murphy,IRL,DF,20.0,0,0,,,,,,,,,,,Newcastle Utd
Sean Neave,ENG,FW,17.0,0,0,,,,,,,,,,,Newcastle Utd
John Ruddy,ENG,GK,37.0,0,0,,,,,,,,,,,Newcastle Utd
Leo Shahar,ENG,DF,17.0,0,0,,,,,,,,,,,Newcastle Utd
Odysseas Vlachodimos,GRE,GK,30.0,0,0,,,,,,,,,,,Newcastle Utd
Matz Sels,BEL,GK,32.0,38,38,"3,420",38.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Nott'ham Forest
Nikola Milenković,SRB,DF,26.0,37,37,"3,330",37.0,5.0,2.0,7.0,5.0,0.0,0.0,4.0,0.0,Nott'ham Forest
Murillo,BRA,DF,22.0,36,36,"3,188",35.4,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,Nott'ham Forest
Ola Aina,NGA,DF,27.0,35,35,"2,995",33.3,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,Nott'ham Forest
Chris Wood,NZL,FW,32.0,36,35,"2,959",32.9,20.0,3.0,23.0,17.0,3.0,3.0,1.0,0.0,Nott'ham Forest
Morgan Gibbs-White,ENG,MF,24.0,34,34,"2,803",31.1,7.0,8.0,15.0,7.0,0.0,0.0,11.0,1.0,Nott'ham Forest
Elliot Anderson,ENG,MF,21.0,37,33,"2,728",30.3,2.0,6.0,8.0,2.0,0.0,0.0,10.0,0.0,Nott'ham Forest
Anthony Elanga,SWE,"FW,MF",22.0,38,31,"2,501",27.8,6.0,11.0,17.0,6.0,0.0,0.0,1.0,0.0,Nott'ham Forest
Neco Williams,WAL,DF,23.0,35,28,"2,594",28.8,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,Nott'ham Forest
Callum Hudson-Odoi,ENG,"FW,MF",23.0,31,25,"2,194",24.4,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,Nott'ham Forest
Nicolás Domínguez,ARG,"MF,FW",26.0,34,23,"1,963",21.8,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,Nott'ham Forest
Ryan Yates,ENG,MF,26.0,35,18,"1,915",21.3,2.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,Nott'ham Forest
Álex Moreno,ESP,"DF,MF",31.0,15,11,955,10.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,Nott'ham Forest
Ibrahim Sangaré,CIV,MF,26.0,13,7,590,6.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,Nott'ham Forest
Morato,BRA,DF,23.0,26,6,907,10.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Nott'ham Forest
Jota Silva,POR,"FW,MF",24.0,31,5,854,9.5,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,Nott'ham Forest
James Ward-Prowse,ENG,MF,29.0,9,5,400,4.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,Nott'ham Forest
Danilo,BRA,"MF,FW",23.0,8,5,275,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nott'ham Forest
Taiwo Awoniyi,NGA,FW,26.0,26,3,416,4.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Nott'ham Forest
Ramón Sosa,PAR,"FW,MF",24.0,19,1,295,3.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Nott'ham Forest
Willy Boly,CIV,DF,33.0,6,1,150,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nott'ham Forest
Harry Toffolo,ENG,DF,28.0,4,1,137,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nott'ham Forest
Eric da Silva Moreira,GER,"MF,DF",18.0,2,0,30,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nott'ham Forest
Zach Abbott,ENG,DF,18.0,0,0,,,,,,,,,,,Nott'ham Forest
Wayne Hennessey,WAL,GK,37.0,0,0,,,,,,,,,,,Nott'ham Forest
Carlos Miguel,BRA,GK,25.0,0,0,,,,,,,,,,,Nott'ham Forest
Andrew Omobamidele,IRL,DF,22.0,0,0,,,,,,,,,,,Nott'ham Forest
Mateus Fernandes,POR,MF,20.0,36,34,"2,909",32.3,2.0,4.0,6.0,2.0,0.0,0.0,8.0,0.0,Southampton
Kyle Walker-Peters,ENG,DF,27.0,33,33,"2,918",32.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,Southampton
Taylor Harwood-Bellis,ENG,DF,22.0,34,32,"2,825",31.4,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,Southampton
Aaron Ramsdale,ENG,GK,26.0,30,30,"2,700",30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Southampton
Jan Bednarek,POL,DF,28.0,30,30,"2,531",28.1,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,Southampton
Flynn Downes,ENG,MF,25.0,27,25,"2,151",23.9,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,Southampton
Joe Aribo,NGA,"MF,DF",28.0,32,21,"2,013",22.4,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,Southampton
Tyler Dibling,ENG,"FW,MF",18.0,33,20,"1,874",20.8,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,Southampton
Lesley Ugochukwu,FRA,MF,20.0,26,18,"1,655",18.4,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,Southampton
Ryan Manning,IRL,"DF,MF",28.0,24,18,"1,462",16.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,Southampton
Kamaldeen Sulemana,GHA,"FW,MF",22.0,26,17,"1,402",15.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,Southampton
Jack Stephens,ENG,DF,30.0,19,17,"1,389",15.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,Southampton
Yukinari Sugawara,JPN,"DF,MF",24.0,30,16,"1,557",17.3,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,Southampton
Adam Armstrong,ENG,"FW,MF",27.0,20,15,"1,248",13.9,2.0,2.0,4.0,2.0,0.0,1.0,4.0,0.0,Southampton
Cameron Archer,ENG,FW,23.0,35,13,"1,441",16.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,Southampton
James Bree,ENG,DF,26.0,17,13,"1,075",11.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Southampton
Paul Onuachu,NGA,FW,30.0,25,11,"1,050",11.7,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,Southampton
Nathan Wood-Gordon,ENG,DF,22.0,11,9,773,8.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Southampton
William Smallbone,IRL,MF,24.0,18,6,690,7.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Southampton
Welington,BRA,DF,23.0,10,6,482,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Southampton
Alex McCarthy,ENG,GK,34.0,5,5,450,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
Adam Lallana,ENG,MF,36.0,14,5,361,4.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,Southampton
Ben Brereton,CHI,FW,25.0,10,4,449,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Southampton
Ross Stewart,SCO,FW,28.0,12,4,389,4.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Southampton
Ryan Fraser,SCO,"FW,DF",30.0,8,4,306,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Southampton
Charlie Taylor,ENG,DF,30.0,8,3,356,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Southampton
Joe Lumley,ENG,GK,29.0,3,3,270,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
Armel Bella Kotchap,GER,DF,22.0,4,2,331,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
Albert Grønbaek,DEN,"FW,MF",23.0,4,2,143,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
Jay Robinson,ENG,"MF,FW",17.0,4,1,137,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
Maxwel Cornet,CIV,FW,27.0,2,1,72,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Southampton
Samuel Edozie,ENG,"DF,FW",21.0,2,0,65,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Southampton
Samuel Amo-Ameyaw,ENG,"FW,DF",18.0,2,0,28,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Southampton
Joachim Kayi Sanda,FRA,DF,17.0,2,0,14,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
Ronnie Edwards,ENG,DF,21.0,1,0,12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
Carlos Alcaraz,ARG,MF,21.0,1,0,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
Jayden Moore,,DF,,0,0,,,,,,,,,,,Southampton
Joe O'Brien-Whitmarsh,IRL,MF,19.0,0,0,,,,,,,,,,,Southampton
Pedro Porro,ESP,DF,24.0,33,28,"2,610",29.0,2.0,6.0,8.0,2.0,0.0,0.0,5.0,0.0,Tottenham
Dejan Kulusevski,SWE,"MF,FW",24.0,32,27,"2,389",26.5,7.0,4.0,11.0,7.0,0.0,0.0,3.0,0.0,Tottenham
Dominic Solanke,ENG,FW,26.0,27,25,"2,201",24.5,9.0,3.0,12.0,8.0,1.0,1.0,0.0,0.0,Tottenham
Brennan Johnson,WAL,FW,23.0,33,24,"2,177",24.2,11.0,3.0,14.0,11.0,0.0,0.0,5.0,0.0,Tottenham
Guglielmo Vicario,ITA,GK,27.0,24,24,"2,160",24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Tottenham
Son Heung-min,KOR,FW,32.0,30,24,"2,110",23.4,7.0,9.0,16.0,6.0,1.0,2.0,1.0,0.0,Tottenham
Destiny Udogie,ITA,DF,21.0,25,24,"1,924",21.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,Tottenham
Pape Matar Sarr,SEN,MF,21.0,36,22,"1,913",21.3,3.0,2.0,5.0,3.0,0.0,0.0,6.0,0.0,Tottenham
James Maddison,ENG,MF,27.0,31,21,"1,809",20.1,9.0,7.0,16.0,9.0,0.0,0.0,6.0,0.0,Tottenham
Rodrigo Bentancur,URU,MF,27.0,26,21,"1,645",18.3,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,Tottenham
Djed Spence,ENG,DF,23.0,25,19,"1,792",19.9,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,Tottenham
Archie Gray,ENG,"DF,MF",18.0,28,19,"1,751",19.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Tottenham
Cristian Romero,ARG,DF,26.0,18,18,"1,416",15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,Tottenham
Yves Bissouma,MLI,MF,27.0,28,16,"1,408",15.6,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,Tottenham
Ben Davies,WAL,DF,31.0,17,14,"1,331",14.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Tottenham
Radu Drăgușin,ROU,DF,22.0,16,14,"1,252",13.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Tottenham
Micky van de Ven,NED,DF,23.0,13,12,"1,015",11.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,Tottenham
Lucas Bergvall,SWE,MF,18.0,27,11,"1,212",13.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,Tottenham
Mathys Tel,FRA,FW,19.0,13,11,911,10.1,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,Tottenham
Wilson Odobert,FRA,"FW,MF",19.0,16,9,850,9.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Tottenham
Kevin Danso,AUT,DF,25.0,10,9,842,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
Fraser Forster,ENG,GK,36.0,7,7,630,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
Antonín Kinský,CZE,GK,21.0,6,6,540,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
Timo Werner,GER,"FW,MF",28.0,18,4,516,5.7,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Tottenham
Richarlison,BRA,FW,27.0,15,4,504,5.6,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,Tottenham
Mikey Moore,ENG,FW,16.0,10,3,366,4.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Tottenham
Sergio Reguilón,ESP,DF,27.0,4,1,196,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Tottenham
Brandon Austin,ENG,GK,25.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
Dane Scarlett,ENG,"FW,MF",20.0,3,0,34,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Tottenham
Alfie Dorrington,ENG,DF,19.0,1,0,14,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
Will Lankshear,ENG,"FW,MF",19.0,3,0,11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham
Oyindamola Ajayi,ENG,MF,18.0,0,0,,,,,,,,,,,Tottenham
Dante Cassanova,JAM,DF,20.0,0,0,,,,,,,,,,,Tottenham
Alfie Devine,ENG,MF,19.0,0,0,,,,,,,,,,,Tottenham
Malachi Hardy,ENG,DF,16.0,0,0,,,,,,,,,,,Tottenham
Maeson King,ENG,DF,18.0,0,0,,,,,,,,,,,Tottenham
Yang Minhyeok,KOR,MF,18.0,0,0,,,,,,,,,,,Tottenham
Callum Olusesi,ENG,MF,17.0,0,0,,,,,,,,,,,Tottenham
Alfie Whiteman,ENG,GK,25.0,0,0,,,,,,,,,,,Tottenham
Luca Williams Barnett,ENG,FW,15.0,0,0,,,,,,,,,,,Tottenham
Max Kilman,ENG,DF,27.0,38,38,"3,348",37.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,West Ham
Aaron Wan-Bissaka,COD,DF,26.0,36,35,"3,154",35.0,2.0,5.0,7.0,2.0,0.0,0.0,1.0,0.0,West Ham
