Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Team
Anthony Elanga,SWE,"FW,MF",22,38,31,2501,27.8,6,11,17,6,0,0,1,0,Nott'ham Forest
Neco Williams,WAL,DF,23,35,28,2594,28.8,1,3,4,1,0,0,7,0,Nott'ham Forest
Callum Hudson-Odoi,ENG,"FW,MF",23,31,25,2194,24.4,5,2,7,5,0,0,2,0,Nott'ham Forest
Nicolás Domínguez,ARG,"MF,FW",26,34,23,1963,21.8,0,1,1,0,0,0,9,0,Nott'ham Forest
Ryan Yates,ENG,MF,26,35,18,1915,21.3,2,1,3,2,0,0,10,0,Nott'ham Forest
Álex Moreno,ESP,"DF,MF",31,15,11,955,10.6,0,1,1,0,0,0,2,0,Nott'ham Forest
Ibrahim Sangaré,CIV,MF,26,13,7,590,6.6,0,1,1,0,0,0,3,0,Nott'ham Forest
Morato,BRA,DF,23,26,6,907,10.1,0,0,0,0,0,0,5,0,Nott'ham Forest
Jota Silva,POR,"FW,MF",24,31,5,854,9.5,3,1,4,3,0,0,5,0,Nott'ham Forest
James Ward-Prowse,ENG,MF,29,9,5,400,4.4,0,1,1,0,0,0,2,1,Nott'ham Forest
Danilo,BRA,"MF,FW",23,8,5,275,3.1,0,0,0,0,0,0,0,0,Nott'ham Forest
Taiwo Awoniyi,NGA,FW,26,26,3,416,4.6,1,0,1,1,0,0,0,0,Nott'ham Forest
Ramón Sosa,PAR,"FW,MF",24,19,1,295,3.3,1,0,1,1,0,0,1,0,Nott'ham Forest
Willy Boly,CIV,DF,33,6,1,150,1.7,0,0,0,0,0,0,1,0,Nott'ham Forest
Harry Toffolo,ENG,DF,28,4,1,137,1.5,0,0,0,0,0,0,1,0,Nott'ham Forest
Eric da Silva Moreira,GER,"MF,DF",18,2,0,30,0.3,0,0,0,0,0,0,0,0,Nott'ham Forest
Zach Abbott,ENG,DF,18,0,0,0,0.0,0,0,0,0,0,0,0,0,Nott'ham Forest
Wayne Hennessey,WAL,GK,37,0,0,0,0.0,0,0,0,0,0,0,0,0,Nott'ham Forest
Carlos Miguel,BRA,GK,25,0,0,0,0.0,0,0,0,0,0,0,0,0,Nott'ham Forest
Andrew Omobamidele,IRL,DF,22,0,0,0,0.0,0,0,0,0,0,0,0,0,Nott'ham Forest
Mateus Fernandes,POR,MF,20,36,34,2909,32.3,2,4,6,2,0,0,8,0,Southampton
Kyle Walker-Peters,ENG,DF,27,33,33,2918,32.4,0,2,2,0,0,0,5,0,Southampton
Taylor Harwood-Bellis,ENG,DF,22,34,32,2825,31.4,1,0,1,1,0,0,9,0,Southampton
Aaron Ramsdale,ENG,GK,26,30,30,2700,30.0,0,0,0,0,0,0,2,0,Southampton
Jan Bednarek,POL,DF,28,30,30,2531,28.1,2,0,2,2,0,0,7,0,Southampton
Flynn Downes,ENG,MF,25,27,25,2151,23.9,1,0,1,1,0,0,12,0,Southampton
Joe Aribo,NGA,"MF,DF",28,32,21,2013,22.4,3,0,3,3,0,0,1,0,Southampton
Tyler Dibling,ENG,"FW,MF",18,33,20,1874,20.8,2,0,2,2,0,0,6,0,Southampton
Lesley Ugochukwu,FRA,MF,20,26,18,1655,18.4,1,1,2,1,0,0,7,0,Southampton
Ryan Manning,IRL,"DF,MF",28,24,18,1462,16.2,0,1,1,0,0,0,2,0,Southampton
Kamaldeen Sulemana,GHA,"FW,MF",22,26,17,1402,15.6,1,1,2,1,0,0,2,0,Southampton
Jack Stephens,ENG,DF,30,19,17,1389,15.4,1,0,1,1,0,0,2,2,Southampton
Yukinari Sugawara,JPN,"DF,MF",24,30,16,1557,17.3,1,1,2,1,0,0,4,0,Southampton
Adam Armstrong,ENG,"FW,MF",27,20,15,1248,13.9,2,2,4,2,0,1,4,0,Southampton
Cameron Archer,ENG,FW,23,35,13,1441,16.0,2,0,2,2,0,1,0,0,Southampton
James Bree,ENG,DF,26,17,13,1075,11.9,0,1,1,0,0,0,0,0,Southampton
Paul Onuachu,NGA,FW,30,25,11,1050,11.7,4,1,5,4,0,0,4,0,Southampton
Nathan Wood-Gordon,ENG,DF,22,11,9,773,8.6,0,0,0,0,0,0,2,0,Southampton
William Smallbone,IRL,MF,24,18,6,690,7.7,1,0,1,1,0,0,1,0,Southampton
Welington,BRA,DF,23,10,6,482,5.4,0,0,0,0,0,0,1,0,Southampton
Alex McCarthy,ENG,GK,34,5,5,450,5.0,0,0,0,0,0,0,0,0,Southampton
Adam Lallana,ENG,MF,36,14,5,361,4.0,0,2,2,0,0,0,4,0,Southampton
Ben Brereton,CHI,FW,25,10,4,449,5.0,0,0,0,0,0,0,1,0,Southampton
Ross Stewart,SCO,FW,28,12,4,389,4.3,1,0,1,1,0,0,1,0,Southampton
Ryan Fraser,SCO,"FW,DF",30,8,4,306,3.4,0,0,0,0,0,0,0,1,Southampton
Charlie Taylor,ENG,DF,30,8,3,356,4.0,0,0,0,0,0,0,1,0,Southampton
Joe Lumley,ENG,GK,29,3,3,270,3.0,0,0,0,0,0,0,0,0,Southampton
Armel Bella Kotchap,GER,DF,22,4,2,331,3.7,0,0,0,0,0,0,0,0,Southampton
Albert Grønbaek,DEN,"FW,MF",23,4,2,143,1.6,0,0,0,0,0,0,0,0,Southampton
Jay Robinson,ENG,"MF,FW",17,4,1,137,1.5,0,0,0,0,0,0,0,0,Southampton
Maxwel Cornet,CIV,FW,27,2,1,72,0.8,0,0,0,0,0,0,1,0,Southampton
Samuel Edozie,ENG,"DF,FW",21,2,0,65,0.7,0,0,0,0,0,0,1,0,Southampton
Samuel Amo-Ameyaw,ENG,"FW,DF",18,2,0,28,0.3,0,0,0,0,0,0,1,0,Southampton
Joachim Kayi Sanda,FRA,DF,17,2,0,14,0.2,0,0,0,0,0,0,0,0,Southampton
Ronnie Edwards,ENG,DF,21,1,0,12,0.1,0,0,0,0,0,0,0,0,Southampton
Carlos Alcaraz,ARG,MF,21,1,0,10,0.1,0,0,0,0,0,0,0,0,Southampton
Jayden Moore,ENG,DF,24,0,0,0,0.0,0,0,0,0,0,0,0,0,Southampton
Joe O'Brien-Whitmarsh,IRL,MF,19,0,0,0,0.0,0,0,0,0,0,0,0,0,Southampton
Pedro Porro,ESP,DF,24,33,28,2610,29.0,2,6,8,2,0,0,5,0,Tottenham
Dejan Kulusevski,SWE,"MF,FW",24,32,27,2389,26.5,7,4,11,7,0,0,3,0,Tottenham
Dominic Solanke,ENG,FW,26,27,25,2201,24.5,9,3,12,8,1,1,0,0,Tottenham
Brennan Johnson,WAL,FW,23,33,24,2177,24.2,11,3,14,11,0,0,5,0,Tottenham
Guglielmo Vicario,ITA,GK,27,24,24,2160,24.0,0,0,0,0,0,0,1,0,Tottenham
Son Heung-min,KOR,FW,32,30,24,2110,23.4,7,9,16,6,1,2,1,0,Tottenham
Destiny Udogie,ITA,DF,21,25,24,1924,21.4,0,1,1,0,0,0,2,0,Tottenham
Pape Matar Sarr,SEN,MF,21,36,22,1913,21.3,3,2,5,3,0,0,6,0,Tottenham
James Maddison,ENG,MF,27,31,21,1809,20.1,9,7,16,9,0,0,6,0,Tottenham
Rodrigo Bentancur,URU,MF,27,26,21,1645,18.3,2,0,2,2,0,0,9,0,Tottenham
Djed Spence,ENG,DF,23,25,19,1792,19.9,1,2,3,1,0,0,4,1,Tottenham
Archie Gray,ENG,"DF,MF",18,28,19,1751,19.5,0,0,0,0,0,0,1,0,Tottenham
Cristian Romero,ARG,DF,26,18,18,1416,15.7,1,0,1,1,0,0,3,0,Tottenham
Yves Bissouma,MLI,MF,27,28,16,1408,15.6,2,0,2,2,0,0,7,0,Tottenham
Ben Davies,WAL,DF,31,17,14,1331,14.8,0,0,0,0,0,0,5,0,Tottenham
Radu Drăgușin,ROU,DF,22,16,14,1252,13.9,0,0,0,0,0,0,1,0,Tottenham
Micky van de Ven,NED,DF,23,13,12,1015,11.3,0,2,2,0,0,0,4,0,Tottenham
Lucas Bergvall,SWE,MF,18,27,11,1212,13.5,0,1,1,0,0,0,3,0,Tottenham
Mathys Tel,FRA,FW,19,13,11,911,10.1,2,1,3,1,1,1,2,0,Tottenham
Wilson Odobert,FRA,"FW,MF",19,16,9,850,9.4,1,0,1,1,0,0,0,0,Tottenham
Kevin Danso,AUT,DF,25,10,9,842,9.4,0,0,0,0,0,0,0,0,Tottenham
Fraser Forster,ENG,GK,36,7,7,630,7.0,0,0,0,0,0,0,0,0,Tottenham
Antonín Kinský,CZE,GK,21,6,6,540,6.0,0,0,0,0,0,0,0,0,Tottenham
Timo Werner,GER,"FW,MF",28,18,4,516,5.7,0,3,3,0,0,0,0,0,Tottenham
Richarlison,BRA,FW,27,15,4,504,5.6,4,1,5,4,0,0,2,0,Tottenham
Mikey Moore,ENG,FW,16,10,3,366,4.1,0,1,1,0,0,0,0,0,Tottenham
Sergio Reguilón,ESP,DF,27,4,1,196,2.2,0,0,0,0,0,0,2,0,Tottenham
Brandon Austin,ENG,GK,25,1,1,90,1.0,0,0,0,0,0,0,0,0,Tottenham
Dane Scarlett,ENG,"FW,MF",20,3,0,34,0.4,0,1,1,0,0,0,0,0,Tottenham
Alfie Dorrington,ENG,DF,19,1,0,14,0.2,0,0,0,0,0,0,0,0,Tottenham
Will Lankshear,ENG,"FW,MF",19,3,0,11,0.1,0,0,0,0,0,0,0,0,Tottenham
Oyindamola Ajayi,ENG,MF,18,0,0,0,0.0,0,0,0,0,0,0,0,0,Tottenham
Dante Cassanova,JAM,DF,20,0,0,0,0.0,0,0,0,0,0,0,0,0,Tottenham
Alfie Devine,ENG,MF,19,0,0,0,0.0,0,0,0,0,0,0,0,0,Tottenham
Malachi Hardy,ENG,DF,16,0,0,0,0.0,0,0,0,0,0,0,0,0,Tottenham
Maeson King,ENG,DF,18,0,0,0,0.0,0,0,0,0,0,0,0,0,Tottenham
Yang Minhyeok,KOR,MF,18,0,0,0,0.0,0,0,0,0,0,0,0,0,Tottenham
Callum Olusesi,ENG,MF,17,0,0,0,0.0,0,0,0,0,0,0,0,0,Tottenham
Alfie Whiteman,ENG,GK,25,0,0,0,0.0,0,0,0,0,0,0,0,0,Tottenham
Luca Williams Barnett,ENG,FW,15,0,0,0,0.0,0,0,0,0,0,0,0,0,Tottenham
Max Kilman,ENG,DF,27,38,38,3348,37.2,0,1,1,0,0,0,5,0,West Ham
Aaron Wan-Bissaka,COD,DF,26,36,35,3154,35.0,2,5,7,2,0,0,1,0,West Ham
Jarrod Bowen,ENG,"FW,MF",27,34,34,2973,33.0,13,8,21,12,1,1,1,0,West Ham
Mohammed Kudus,GHA,"FW,MF",23,32,31,2590,28.8,5,3,8,5,0,0,2,1,West Ham
Tomáš Souček,CZE,MF,29,35,30,2567,28.5,9,1,10,9,0,0,8,0,West Ham
Lucas Paquetá,BRA,"MF,FW",26,33,27,2380,26.4,4,0,4,2,2,2,10,0,West Ham
Emerson Palmieri,ITA,DF,29,31,26,2113,23.5,2,1,3,2,0,0,5,0,West Ham
Alphonse Areola,FRA,GK,31,26,25,2260,25.1,0,0,0,0,0,0,0,0,West Ham
Konstantinos Mavropanos,GRE,DF,26,33,21,2045,22.7,0,0,0,0,0,0,6,1,West Ham
Jean-Clair Todibo,FRA,DF,24,27,20,1825,20.3,0,0,0,0,0,0,3,0,West Ham
Edson Álvarez,MEX,MF,26,28,20,1772,19.7,0,1,1,0,0,0,9,1,West Ham
Guido Rodríguez,ARG,MF,30,23,16,1149,12.8,0,1,1,0,0,0,6,0,West Ham
Carlos Soler,ESP,"MF,FW",27,31,14,1409,15.7,1,1,2,1,0,0,6,0,West Ham
Łukasz Fabiański,POL,GK,39,14,13,1160,12.9,0,0,0,0,0,0,2,0,West Ham
James Ward-Prowse,ENG,MF,29,15,12,1039,11.5,1,1,2,1,0,0,2,0,West Ham
Vladimír Coufal,CZE,DF,31,22,11,1067,11.9,0,0,0,0,0,0,5,0,West Ham
Michail Antonio,JAM,FW,34,14,11,836,9.3,1,1,2,1,0,0,1,0,West Ham
Aaron Cresswell,ENG,DF,34,18,10,824,9.2,0,0,0,0,0,0,3,0,West Ham
Crysencio Summerville,NED,"FW,MF",22,19,7,786,8.7,1,1,2,1,0,0,2,0,West Ham
Oliver Scarles,ENG,"DF,FW",18,15,7,665,7.4,0,0,0,0,0,0,1,0,West Ham
Niclas Füllkrug,GER,FW,31,18,6,790,8.8,3,2,5,3,0,0,2,0,West Ham
Danny Ings,ENG,"FW,MF",32,15,1,284,3.2,1,2,3,1,0,0,0,0,West Ham
Andy Irving,SCO,MF,24,10,1,166,1.8,0,0,0,0,0,0,2,0,West Ham
Evan Ferguson,IRL,FW,19,8,1,156,1.7,0,0,0,0,0,0,0,0,West Ham
Luis Guilherme,BRA,"MF,FW",18,12,1,150,1.7,0,0,0,0,0,0,0,0,West Ham
Lewis Orford,ENG,MF,18,2,0,49,0.5,0,0,0,0,0,0,0,0,West Ham
Kaelan Casey,ENG,DF,19,1,0,1,0.0,0,0,0,0,0,0,0,0,West Ham
Wes Foderingham,ENG,GK,33,0,0,0,0.0,0,0,0,0,0,0,0,0,West Ham
Ezra Mayers,BRB,DF,17,0,0,0,0.0,0,0,0,0,0,0,0,0,West Ham
Rayan Aït-Nouri,ALG,DF,23,37,37,3109,34.5,4,7,11,4,0,0,7,1,Wolves
João Gomes,BRA,MF,23,36,35,2974,33.0,3,1,4,3,0,0,11,1,Wolves
Nélson Semedo,POR,DF,30,34,32,2886,32.1,0,4,4,0,0,0,8,0,Wolves
André,BRA,MF,23,33,31,2472,27.5,0,0,0,0,0,0,7,0,Wolves
Toti Gomes,POR,DF,25,31,30,2614,29.0,0,1,1,0,0,0,7,0,Wolves
Jørgen Strand Larsen,NOR,FW,24,35,30,2587,28.7,14,4,18,14,0,0,4,0,Wolves
José Sá,POR,GK,31,29,29,2609,29.0,0,0,0,0,0,0,2,0,Wolves
Matheus Cunha,BRA,"MF,FW",25,33,29,2597,28.9,15,6,21,15,0,0,4,0,Wolves
Matt Doherty,IRL,DF,32,30,25,2109,23.4,2,1,3,2,0,0,6,0,Wolves
Jean-Ricner Bellegarde,HAI,"MF,FW",26,35,20,1677,18.6,2,7,9,2,0,0,3,0,Wolves
Santiago Bueno,URU,DF,25,29,18,1687,18.7,0,0,0,0,0,0,2,0,Wolves
Emmanuel Agbadou,CIV,DF,27,16,16,1410,15.7,1,0,1,1,0,0,3,0,Wolves
Mario Lemina,GAB,"MF,DF",30,17,15,1364,15.2,1,3,4,1,0,0,4,0,Wolves
Marshall Munetsi,ZIM,"MF,FW",28,14,12,1078,12.0,2,1,3,2,0,0,0,0,Wolves
Gonçalo Guedes,POR,"MF,FW",27,29,10,995,11.1,2,4,6,2,0,0,1,0,Wolves
Craig Dawson,ENG,DF,34,15,10,971,10.8,0,0,0,0,0,0,2,0,Wolves
Pablo Sarabia,ESP,"MF,FW",32,23,7,814,9.0,3,2,5,3,0,0,3,0,Wolves
Rodrigo Gomes,POR,"DF,FW",21,25,7,810,9.0,2,0,2,2,0,0,0,0,Wolves
Sam Johnstone,ENG,GK,31,7,7,630,7.0,0,0,0,0,0,0,0,0,Wolves
Hwang Hee-chan,KOR,"MF,FW",28,21,5,661,7.3,2,0,2,2,0,0,0,0,Wolves
Yerson Mosquera,COL,DF,23,5,5,441,4.9,0,0,0,0,0,0,2,0,Wolves
Tommy Doyle,ENG,MF,22,24,3,488,5.4,0,1,1,0,0,0,1,0,Wolves
Daniel Bentley,ENG,GK,31,2,2,180,2.0,0,0,0,0,0,0,0,0,Wolves
Carlos Forbs,POR,"MF,FW",20,10,1,239,2.7,0,0,0,0,0,0,2,0,Wolves
Pedro Lima,BRA,DF,18,3,1,70,0.8,0,0,0,0,0,0,0,0,Wolves
Nasser Djiga,BFA,DF,21,5,1,66,0.7,0,0,0,0,0,0,0,0,Wolves
Daniel Podence,POR,"MF,FW",28,2,0,48,0.5,0,0,0,0,0,0,0,0,Wolves
Chiquinho,POR,MF,24,1,0,7,0.1,0,0,0,0,0,0,0,0,Wolves
Mateus Mane,ENG,MF,24,1,0,2,0.0,0,0,0,0,0,0,0,0,Wolves
Tom King,WAL,GK,29,1,0,1,0.0,0,0,0,0,0,0,0,0,Wolves
Alfie Pond,ENG,DF,20,1,0,1,0.0,0,0,0,0,0,0,0,0,Wolves
Boubacar Traoré,MLI,MF,22,1,0,1,0.0,0,0,0,0,0,0,0,0,Wolves
Tawanda Chirewa,ZIM,MF,20,0,0,0,0.0,0,0,0,0,0,0,0,0,Wolves
Luke Cundle,ENG,MF,22,0,0,0,0.0,0,0,0,0,0,0,0,0,Wolves
Tom Edozie,ENG,MF,18,0,0,0,0.0,0,0,0,0,0,0,0,0,Wolves
Bastien Meupiyou,FRA,DF,18,0,0,0,0.0,0,0,0,0,0,0,0,0,Wolves
Wesley Okoduwa,ENG,FW,16,0,0,0,0.0,0,0,0,0,0,0,0,0,Wolves
